blockchain,project,version,pool_contract,uni_fork_flag,fee,token_pair,volume,vol_pct_per_chain,cum_vol_pct_per_chain,tx_count,token0,token1,token0_symbol,token1_symbol,token0_decimal,token1_decimal,example_hash
arbitrum,camelot,3,0x3ab5dd69950a948c55d1fbfb7500bf92b4bd4c48,v3,,USDC-USDT,488996190.98278683,0.0018327937308042054,0.8589379871346036,183009,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,USDT,USDC,6,6,0xfffff2212c50c4a874cd322a501a0cebadce8eeb00e14cef548201ad3749e122
arbitrum,pancakeswap,3,0xd9e2a1a61b6e61b275cec326465d417e52c1b95c,v3,500,USDC-WETH,487636894.1302404,0.0018276989861096874,0.8607656861207132,1067832,0x82af49447d8a07e3bd95bd0d56f35241523fbab1,0xaf88d065e77c8cc2239327c5edb3a432268e5831,WETH,USDC,18,6,0xfffffd00cf514dafe92aaffc2dc80d154b5a47a4a9adeb4f2905d708bb924cf5
base,uniswap,3,0x20e068d76f9e90b90604500b84c7e19dcb923e7e,v3,100,WETH-wstETH,479568544.1317871,0.001636168606910318,0.6058077787162257,297877,0x4200000000000000000000000000000000000006,0xc1cba3fcea344f92d9239c08c0568f6f2f0ee452,WETH,wstETH,18,18,0xffffdffa6db6a756af8762f14b3b8e4bbc5d4e55bb95578c4fefa0a5713c98e0
base,uniswap,3,0x36a46dff597c5a444bbc521d26787f57867d2214,v3,500,BRETT-WETH,469394917.0906978,0.0016014587215628963,0.6074092374377886,1406559,0x4200000000000000000000000000000000000006,0x532f27101965dd16442e59d40670faf5ebb142e4,WETH,BRETT,18,18,0xfffff67a171d63dd0ac4fd78fe438413b4b431aa479d369dbacc9276fea91eec
arbitrum,uniswap,3,0x7cf803e8d82a50504180f417b8bc7a493c0a0503,v3,100,DAI-USDC,458924325.29482865,0.0017200821638782863,0.8624857682845916,212243,0xaf88d065e77c8cc2239327c5edb3a432268e5831,0xda10009cbd5d07dd0cecc66161fc93d7c9000da1,USDC,DAI,6,18,0xfffff554ad98a991d960d28d3d5f36916877a596ba6d9755bb0eba857f2fac25
base,uniswap,3,0x7aea2e8a3843516afa07293a10ac8e49906dabd1,v3,500,cbBTC-WETH,454822156.520973,0.0015517400866524884,0.6089609775244411,369116,0x4200000000000000000000000000000000000006,0xcbb7c0000ab88b473b1f5afd9ef808440eed33bf,WETH,cbBTC,18,8,0xfffff28ce46b067ad8f9f04b8526ac6ec7128d78ce205e07b3c6eaea294f0452
optimism,uniswap,3,0xd1f1bad4c9e6c44dec1e9bf3b94902205c5cd6c3,v3,10000,USDC-WLD,452260316.9460427,0.011056318929626292,0.6406412776900279,8552377,0x7f5c764cbc14f9669b88837ca1490cca17c31607,0xdc6ff44d5d932cbd77b52e5612ba0529dc6226f1,USDC,WLD,6,18,0xfffffe87c68f695a93dc6c8b64a91fe144cdc2b32dcff9da001779cb097ca7d1
arbitrum,pancakeswap,3,0x7e928afb59f5de9d2f4d162f754c6eb40c88aa8e,v3,100,USDC-USDT,449888413.3654878,0.0016862149006120623,0.8641719831852036,598916,0xaf88d065e77c8cc2239327c5edb3a432268e5831,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,USDC,USDT,6,6,0xffffcff22081621dbcaaa5b08ed6584c1a893a650ab8ee83b1e5d661bc66eb64
base,baseswap,3,0x273fdfe6018230f188741d7f93d4ab589bd26197,v3,80,USD+-USDC,446420692.4428655,0.0015230763806090269,0.6104840539050501,433835,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,0xb79dd08ea68a908a97220c76d19a6aa9cbde4376,USDC,USD+,6,6,0xffffdb747e640b2b7facc79c5631c299da30550a9ff97ff439a0a10569f6eaea
arbitrum,camelot,3,0xe461f84c3fe6bcdd1162eb0ef4284f3bb6e4cad3,v3,,PENDLE-WETH,437556981.2882251,0.0016399957851673766,0.865811978970371,289569,0x0c880f6761f1af8d9aa9c466984b80dab9a8c9e8,0x82af49447d8a07e3bd95bd0d56f35241523fbab1,PENDLE,WETH,18,18,0xffffdd2c29482060019e2ea7acaba64bb262de3a6db25aa6500ea323d8c2e7c0
arbitrum,trader_joe,2.1,0x94d53be52706a155d27440c4a2434bea772a6f7c,v2,,USDC-WETH,435397739.96942246,0.0016319027897098023,0.8674438817600808,413964,0x82af49447d8a07e3bd95bd0d56f35241523fbab1,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,WETH,USDC,18,6,0xfffffa4fa4c9787ee1acac79b928a06f1c48018df9d61403a1a666348a5768af
arbitrum,uniswap,3,0xac70bd92f89e6739b3a08db9b6081a923912f73d,v3,500,USDC-WBTC,433798187.56820434,0.0016259075495277605,0.8690697893096085,659633,0x2f2a2543b76a4166549f7aab2e75bef0aefc5b0f,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,WBTC,USDC,8,6,0xffffea9162df77ce148d77846eabbc4609c3491732857a1ee96cd28224c37551
base,uniswap,3,0x7ec18abf80e865c6799069df91073335935c4185,v3,10000,$mfer-WETH,433473716.2347207,0.0014789045176180297,0.6119629584226681,176046,0x4200000000000000000000000000000000000006,0xe3086852a4b125803c815a158249ae468a3254ca,WETH,$mfer,18,18,0xffffc6f718ba0cbc145b0b0df27efd38cfc30360eb79c9f85e0f263648280e48
base,aerodrome,slipstream,0x47ca96ea59c13f72745928887f84c9f52c3d7348,v3,,cbETH-WETH,426954219.0531767,0.0014566616145923648,0.6134196200372605,47756,0x2ae3f1ec7f1f5012cfeab0185bfc7aa3cf0dec22,0x4200000000000000000000000000000000000006,cbETH,WETH,18,18,0xfffeee66a84ff5f4ab7febbfd0959e41ea6bdacf88d3f8d6d4fdea67632dd709
base,maverick,1,0xf6fbfc099a05e85bb52c9b284532b89523bf8754,v3,20000000000000,USDbC-USDC,423547923.5727687,0.00144504018153738,0.6148646602187978,295273,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,0xd9aaec86b65d86f6a7b5b1b0c42ffa531710b6ca,USDC,USDbC,6,6,0xffffac33cdd85755a3fd425941714f547b651c7cd440309117d6c93f431f0c83
optimism,uniswap,3,0x0392b358ce4547601befa962680bede836606ae2,,,SNX-WETH,421144231.189078,0.010295630107105413,0.6509369077971333,334486,,,SNX,WETH,18,18,0xffffcfb5a040b6cd1ef211ab1a0fc04144f25f03159148dd3bd46802b269c6b3
base,uniswap,3,0xd56da2b74ba826f19015e6b7dd9dae1903e85da1,v3,100,USDC-USDT,418923246.0906958,0.0014292619320966217,0.6162939221508944,561148,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,0xfde4c96c8593536e31f229ea8f37b2ada2699bb2,USDC,USDT,6,6,0xffffe9d13ca8cca900d1decbc41d21fe84281014634b20916d75a2c97f137d69
base,pancakeswap,3,0x20cb8f872ae894f7c9e32e621c186e5afce82fd0,v3,500,AERO-WETH,415938670.576741,0.0014190793026880835,0.6177130014535824,1845083,0x4200000000000000000000000000000000000006,0x940181a94a35a4569e4529a3cdfb74e38fd98631,WETH,AERO,18,18,0xfffff6751706efd7a339a56dba52596cda98fd863dec7addc9ae3d0d2b36eb6c
optimism,solidly,3,0x2b6b093a6c2aba51e078540ad89ed76a0c6716fa,v3,1,USDC-USDC,411868813.39249444,0.01006887579433029,0.6610057835914636,600959,0x0b2c639c533813f4aa9d7837caf62653d097ff85,0x7f5c764cbc14f9669b88837ca1490cca17c31607,USDC,USDC,6,6,0xffffe8fa0447c48497faea399b56a39cbb3cadcc9968cea296204a75ffea1aed
base,uniswap,2,0x6d6391b9bd02eefa00fa711fb1cb828a6471d283,v2,3000,SKI-WETH,409520538.23244387,0.0013971822312783106,0.6191101836848607,624251,0x4200000000000000000000000000000000000006,0x768be13e1680b5ebe0024c42c896e3db59ec0149,WETH,SKI,18,9,0xfffff23d705d51c69ca06401199dc02b46163189d7aa5c0b0e274f5c79b0ca8f
optimism,uniswap,3,0xb533c12fb4e7b53b5524eab9b47d93ff6c7a456f,v3,3000,OP-USDC,409495321.7805213,0.010010851512173563,0.6710166351036371,374962,0x0b2c639c533813f4aa9d7837caf62653d097ff85,0x4200000000000000000000000000000000000042,USDC,OP,6,18,0xfffffccd03c11a7e12fa5103af9351cd604f8567638e128b0ded92fe059b56a1
arbitrum,uniswap,3,0x7f580f8a02b759c350e6b8340e7c2d4b8162b6a9,v3,100,DAI-USDT,408328979.2478841,0.001530447081330223,0.8706002363909388,280549,0xda10009cbd5d07dd0cecc66161fc93d7c9000da1,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,DAI,USDT,18,6,0xfffffc85931411f1acc4a6b991646206194c9e9f5f555e96145dda312f47202d
base,swaap,2,0x03c01acae3d0173a93d819efdc832c7c4f153b06,,,USDbC-USDC,407771846.1083578,0.001391216128639613,0.6205013998135003,243134,,,USDbC,USDC,6,6,0xffff4d7d0147ff3805f124b5be7ea5be4944b1a0017a614a23d40799e0466efa
base,aerodrome,1,0x21594b992f68495dd28d605834b58889d0a727c7,v2,,VIRTUAL-WETH,403960313.20251644,0.0013782121262690373,0.6218796119397693,333105,0x0b3e328455c4059eeb9e3f84b5543f74e24e7e1b,0x4200000000000000000000000000000000000006,VIRTUAL,WETH,18,18,0xffff79d8fea88de396bcd44d0b770dafb1c042f6014f4bfa413dcabcca8da60e
arbitrum,ramses,2,0x575f1691e6391a2fcf932f9b9dfd6dbfb4792c13,v3,250,ezETH-WETH,400477736.6305606,0.0015010200458779983,0.8721012564368168,72028,0x2416092f143378750bb29b79ed961ab195cceea5,0x82af49447d8a07e3bd95bd0d56f35241523fbab1,ezETH,WETH,18,18,0xffff3264c388691aa8f42e912ca25b97665a7869b2a45a38e313691efc2b7bac
optimism,woofi,1,0xed9e3f98bbed560e66b89aac922e29d4596a9642,,,USDC-WETH,395950998.47865736,0.009679736106951657,0.6806963712105887,138755,,,WETH,USDC,18,6,0xffffce2545c36d227550b680476eae6cd35f4a514a8d755a73fd827f4ec40afe
arbitrum,maverick,2,0x4396723133ff5e977deb7e8014399dcd3a573040,v3,,USDC-USDT,391066242.5026145,0.001465745072875586,0.8735670015096924,162057,0xaf88d065e77c8cc2239327c5edb3a432268e5831,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,USDC,USDT,6,6,0xffff60087550940debf5fc82b5b1799361ff102e8a8b3935bc69f1a4101cf800
base,aerodrome,slipstream,0xc5e51044eb7318950b1afb044fccfb25782c48c1,v3,,EURC-USDC,387767218.14122736,0.001322965313040364,0.6232025772528096,62591,0x60a3e35cc302bfa44cb288bc5a4f316fdb1adb42,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,EURC,USDC,6,6,0xffff87b90868d83ce8b0e5889d3585e539304d9c9e35dbc2155d73d3f7970740
arbitrum,balancer,2,0x423a1323c871abc9d89eb06855bf5347048fc4a5,,,USDC-USDT,387416238.5408901,0.0014520645892607466,0.8750190660989531,109725,,,USDT,USDC,6,6,0xffffd30392d1a044c069de6e2ecb10bb5264d7c0b825bcbd278b10d7d41ac2b5
base,uniswap,3,0xf4348227607b166917b9f50cf51979e376995b73,v3,100,BSHIB-WETH,383264033.0059331,0.001307601565272435,0.624510178818082,2024278,0x4200000000000000000000000000000000000006,0xfea9dcdc9e23a9068bf557ad5b186675c61d33ea,WETH,BSHIB,18,18,0xffffff6e963e8c36749c3a4b25ceaae8295c85836ac898db5b7f00292fd0a896
arbitrum,pancakeswap,3,0xe37304f7489ed253b2a46a1d9dabdca3d311d22e,v3,100,USD+-WETH,376105214.2056177,0.0014096700371702769,0.8764287361361234,1211620,0x82af49447d8a07e3bd95bd0d56f35241523fbab1,0xe80772eaf6e2e18b651f160bc9158b2a5cafca65,WETH,USD+,18,6,0xffffe9ebd72420eabf0720226bbf57b8f2ad827dbae6b3c3ca8021c18539313a
base,aerodrome,slipstream,0x20086910e220d5f4c9695b784d304a72a0de403b,v3,,USD+-USDbC,374618174.65307677,0.0012781040467428428,0.6257882828648249,175065,0xb79dd08ea68a908a97220c76d19a6aa9cbde4376,0xd9aaec86b65d86f6a7b5b1b0c42ffa531710b6ca,USD+,USDbC,6,6,0xffffffc3cc753228020ce568081c187c6f6b88f8a738861f43f0f5218170ce80
arbitrum,uniswap,3,0xb791ad21ba45c76629003b4a2f04c0d544406e37,v3,500,ARB-USDT,373176194.72312474,0.001398691856472944,0.8778274279925963,856926,0x912ce59144191c1204e64559fe8253a0e49e6548,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,ARB,USDT,18,6,0xfffffc2d7d102e2dcf0dabd353de3aefd0ec52ee12d3bffb0ffbaca5586fc820
base,uniswap,2,0x17a3ad8c74c4947005afeda9965305ae2eb2518a,v2,3000,MIGGLES-WETH,366179953.9458976,0.0012493149362221305,0.6270375978010471,767236,0x4200000000000000000000000000000000000006,0xb1a03eda10342529bbf8eb700a06c60441fef25d,WETH,MIGGLES,18,18,0xfffff99599e57985ff2332bb7b61ec4fed851e786fc62e3edcf5a8aa39a63efd
arbitrum,uniswap,3,0x92c63d0e701caae670c9415d91c474f686298f00,v3,3000,ARB-WETH,365929233.80601054,0.0013715297133290979,0.8791989577059254,225336,0x82af49447d8a07e3bd95bd0d56f35241523fbab1,0x912ce59144191c1204e64559fe8253a0e49e6548,WETH,ARB,18,18,0xfffffb7824937d583a26bdad8b7c0fdb16b4461f8011c3b3f8670eca57972c82
base,aerodrome,slipstream,0x8dd9751961621fcfc394d90969e5ae0c5babe147,v3,,USDC-USDC+,362364685.3951121,0.0012362981887600367,0.6282738959898071,23636,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,0x85483696cc9970ad9edd786b2c5ef735f38d156f,USDC,USDC+,6,6,0xfffe6b5405f332d5a3de02787759770f0ac766452b1383b28f342e7c7e4143f7
arbitrum,camelot,3,0x45fae8d0d2ace73544baab452f9020925afccc75,v3,,DAI-USDC,359972534.33050925,0.001349203565076201,0.8805481612710016,247770,0xaf88d065e77c8cc2239327c5edb3a432268e5831,0xda10009cbd5d07dd0cecc66161fc93d7c9000da1,USDC,DAI,6,18,0xffffb833ecc1f059dcfc38ca5a71e6679e9cccb2e5b3a0acbe3c129b3f5f4639
arbitrum,uniswap,3,0xc473e2aee3441bf9240be85eb122abb059a3b57c,v3,3000,USDC-WETH,355747160.9699305,0.001333366554587405,0.8818815278255889,403334,0x82af49447d8a07e3bd95bd0d56f35241523fbab1,0xaf88d065e77c8cc2239327c5edb3a432268e5831,WETH,USDC,18,6,0xffffe610940762e7a6c28e5f45a6e680550e8a54bc8eb9ad1ed745dad617d39c
arbitrum,camelot,3,0xb355cce5cbaf411bd56e3b092f5aa10a894083ae,v3,,rsETH-WETH,351049911.6449023,0.001315760918237491,0.8831972887438264,92458,0x4186bfc76e2e237523cbc30fd220fe055156b41f,0x82af49447d8a07e3bd95bd0d56f35241523fbab1,rsETH,WETH,18,18,0xffffe7f0694b2b5c25bb040642c01cc2daf68e245b5e0affcae2066baf3f8fa7
arbitrum,trader_joe,2.1,0x0242dd3b2e792cdbd399cc6195951bc202aee97b,v2,,USDC-USDT,347907142.9565324,0.001303981589777211,0.8845012703336036,331144,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,USDT,USDC,6,6,0xffff768d84d9dab69cf214a5018ea7053a21582fd0cb22f2bd31a07e89f5d099
base,swaap,2,0x03c01acae3d0173a93d819efdc832c7c4f153b06,,,USDbC-WETH,345545789.3362083,0.0011789162981602566,0.6294528122879673,205611,,,USDbC,WETH,6,18,0xffff98207296adae4a9dced69504dfcb1296e043c02001b4adaa4b222c9ccf07
arbitrum,camelot,3,0xc99be44383bc8d82357f5a1d9ae9976ee9d75bee,v3,,GMX-WETH,344499046.15812856,0.0012912077920232152,0.8857924781256268,220192,0x82af49447d8a07e3bd95bd0d56f35241523fbab1,0xfc5a1a6eb076a2c7ad06ed22c90d7e710e35ad0a,WETH,GMX,18,18,0xffffbf128070bfd07eb8dcb073a3685dbcae70d4e25764ba97008d17ed6e0df7
base,aerodrome,1,0x418457ca08fa5ec77f811b105f2c585cd051ac10,v2,,USD+-USDC,341105918.87845314,0.0011637685643261307,0.6306165808522934,469916,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,0xb79dd08ea68a908a97220c76d19a6aa9cbde4376,USDC,USD+,6,6,0xfffff4a8920d795f59fb02132da929d373d0e27e2e9daa3cf7269c4465954ff8
arbitrum,uniswap,3,0x9f934d552476c992de3751a4873f2c1fbeb032b2,v3,100,DAI-gDAI,337903980.83759004,0.0012664890015773552,0.8870589671272041,6611,0xd85e038593d7a098614721eae955ec2022b9b91b,0xda10009cbd5d07dd0cecc66161fc93d7c9000da1,gDAI,DAI,18,18,0xfff8929a5e669b5b612ce854b436e609b887464093b8f638e34e47b7dad53d4f
base,aerodrome,slipstream,0xc29dc26b28fff463e32834ce6325b5c74fac7098,v3,,Mog-WETH,336835285.24686664,0.0011491982244547629,0.6317657790767482,352971,0x2da56acb9ea78330f947bd57c54119debda7af71,0x4200000000000000000000000000000000000006,Mog,WETH,18,18,0xffffea80adc49fcdddb3200bf78026a3e8da8481ff3b9a3d2870e6ad6f29dda5
base,uniswap,2,0x6a77cdec82eff6a6a5d273f18c1c27cd3d71a588,v2,3000,DINO-WETH,334554582.31827253,0.0011414170332588102,0.632907196110007,120115,0x4200000000000000000000000000000000000006,0x85e90a5430af45776548adb82ee4cd9e33b08077,WETH,DINO,18,18,0xffff78d61c185215c7565dee4da9a702c09707ed9b513f97e02a974026a6f62f
arbitrum,uniswap,3,0x3dd2fdba71282083d440687cce9e4231aaac534e,v3,100,USD+-WETH,333952047.0008057,0.0012516768625583288,0.8883106439897624,428415,0x82af49447d8a07e3bd95bd0d56f35241523fbab1,0xe80772eaf6e2e18b651f160bc9158b2a5cafca65,WETH,USD+,18,6,0xffffffa420e2418ef5ecaf7dd9b0b8b0853a45dd42371662227029c892dfff52
base,maverick,1,0x1b55d94b553475e7561fab889bf88fe4f491d29c,v3,20000000000000,DAI-USDC,333215227.5692392,0.0011368474879441734,0.6340440435979512,539972,0x50c5725949a6f0c72e6c4a641f24049a917db0cb,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,DAI,USDC,18,6,0xfffffa7a7c9b61330ff6df8243975fd5a55815df0bf8dcf67a8e9686e367050f
base,aerodrome,slipstream,0x98c7a2338336d2d354663246f64676009c7bda97,v3,,USDbC-USDC,332092963.6982916,0.0011330186027164353,0.6351770622006676,162172,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,0xd9aaec86b65d86f6a7b5b1b0c42ffa531710b6ca,USDC,USDbC,6,6,0xffffed2c7645c312a31fd89ec00e7616bf1be6cdc08d64bc946abb93eaf28aa1
optimism,velodrome,2_cl,0xee1bac98527a9fdd57fccf967817215b083ce1f0,v3,,USDC-wstETH,331467857.67547107,0.008103329458855038,0.6887997006694437,475082,0x0b2c639c533813f4aa9d7837caf62653d097ff85,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,USDC,wstETH,6,18,0xfffff138c8c20230f82d16c848621ea38fe23b301f617629685299e4b7d01df0
arbitrum,camelot,3,0xc23f308cf1bfa7efffb592920a619f00990f8d74,v3,,USDC-USDe,322087958.14666754,0.0012072093839265087,0.8895178533736889,71294,0x5d3a1ff2b6bab83b63cd9ad0787074081a52ef34,0xaf88d065e77c8cc2239327c5edb3a432268e5831,USDe,USDC,18,6,0xfffda32edc00d5cffce65f9e1dbca0a14a2cb2704bc67329e45e8e998345b17c
optimism,velodrome,2_cl,0x84ce89b4f6f67e523a81a82f9f2f14d84b726f6b,v3,,USDC-USDT,320849896.1109703,0.007843754242898958,0.6966434549123427,157131,0x0b2c639c533813f4aa9d7837caf62653d097ff85,0x94b008aa00579c1307b0ef2c499ad98a8ce58e58,USDC,USDT,6,6,0xffff609030bc021b47973485bc06cebd89e9af1d98cc77e599dc384d54960840
base,uniswap,3,0xd7584a2b4584bd0a9f6d0609c27afa3a06ce303b,v3,500,TRUMP-WETH,317683115.2147799,0.0010838557833289797,0.6362609179839966,195611,0x1c4f589c48fd3b707fb87c6b6ad5a362ef75c683,0x4200000000000000000000000000000000000006,TRUMP,WETH,18,18,0xfffff6fd2a701fead65471bc7e9515f0b852c6b4a93bb89b9fc0fccd86db6206
base,uniswap,3,0x4b0aaf3ebb163dd45f663b38b6d93f6093ebc2d3,v3,10000,TOSHI-WETH,316342006.6584398,0.001079280254459973,0.6373401982384567,274348,0x4200000000000000000000000000000000000006,0xac1bd2486aaf3b5c0fc3fd868558b082a531b2b4,WETH,TOSHI,18,18,0xffff96f0f7d408a55a41d8b7ec7421617e82bab10d3c0e94189a894dd2f3b50c
base,aerodrome,slipstream,0x5c45b0f48c326f79b56709d8f63ce2bee7697106,v3,,uSUI-WETH,315845716.18015325,0.0010775870347723658,0.638417785273229,195567,0x4200000000000000000000000000000000000006,0xb0505e5a99abd03d94a1169e638b78edfed26ea4,WETH,uSUI,18,18,0xfffff61866ad2e85a2d25dd58ec29ccc2e1b8a171ed7289542c6954ea1a237c9
base,aerodrome,slipstream,0x138acee5573fa09e7f215965ff60898cc33c6330,v3,,cbBTC-tBTC,307003764.8000045,0.001047420495600749,0.6394652057688298,137107,0x236aa50979d5f3de3bd1eeb40e81137f22ab794b,0xcbb7c0000ab88b473b1f5afd9ef808440eed33bf,tBTC,cbBTC,18,8,0xfffeedcbbd4f07d7d6256a1bcbdb13c725344bc521f66c3ba78e685e222a4767
arbitrum,uniswap,3,0x59d72ddb29da32847a4665d08ffc8464a7185fae,v3,3000,MAGIC-WETH,305010116.2884484,0.0011432003751231836,0.8906610537488121,382696,0x539bde0d7dbd336b79148aa742883198bbf60342,0x82af49447d8a07e3bd95bd0d56f35241523fbab1,MAGIC,WETH,18,18,0xffffec34e66846a81a6cc52078dd8d0e024005d69d22aa6c7dc48c5edf4f733a
base,uniswap,3,0xbd1a219ba8494fe6e77b81022f6d07175b58b2ef,v3,500,TRUMP-WETH,300964537.6587523,0.0010268161545124352,0.6404920219233422,179784,0x01177faf5ceb245b02fa1f008bd11bfefe6cea68,0x4200000000000000000000000000000000000006,TRUMP,WETH,18,18,0xffffbb142b1d188bd35c8d635f187989963cc6722cde635ce1fff46a478ebdf8
base,aerodrome,slipstream,0xde5ff829fef54d1bdec957d9538a306f0ead1368,v3,,USDC-USDz,300259274.9964216,0.0010244099737029314,0.6415164318970451,147361,0x04d5ddf5f3a8939889f11e97f8c4bb48317f1938,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDz,USDC,18,6,0xffff83c25ecbe323b3e5635db4ad04c28f3208cc1cf7527ce011ac7788b05fed
optimism,curve,1,0x1337bedc9d22ecbe766df105c9623922a27963ec,,,USDC-USDT,300048921.6317774,0.00733523691499815,0.7039786918273409,287743,,,USDT,USDC,6,6,0xffff6256b205b60568db1f087d52ab7ed06148e8b59d9d0b5373ccb73b104479
optimism,velodrome,2_cl,0xebd5311bea1948e1441333976eadcfe5fbda777c,v3,,OP-USDC,291565888.81468034,0.007127853881815734,0.7111065457091565,236878,0x0b2c639c533813f4aa9d7837caf62653d097ff85,0x4200000000000000000000000000000000000042,USDC,OP,6,18,0xfffff49037abb23a2f68eb5d7767337605f6caac99625cb36082f67ed9267696
base,uniswap,2,0x377feeed4820b3b28d1ab429509e7a0789824fca,v2,3000,KEYCAT-WETH,290795251.985541,0.0009921210808325424,0.6425085529778777,698778,0x4200000000000000000000000000000000000006,0x9a26f5433671751c3276a065f57e5a02d2817973,WETH,KEYCAT,18,18,0xffffa858e28dac2cf51abae69267fa240f4d3e62df0bc4cead30b0aad6b6e5b9
optimism,woofi,1,0xed9e3f98bbed560e66b89aac922e29d4596a9642,,,USDT-WETH,289598650.10466546,0.007079761184372138,0.7181863068935287,96042,,,USDT,WETH,6,18,0xffff383a260997f052a2cc00ccb626357a226f334e31b1950c04fc7ed83a7b11
arbitrum,uniswap,3,0x421803da50d3932caa36bd1731d36a0e2af93542,v3,500,USD+-WETH,288882460.1020273,0.0010827527321842251,0.8917438064809964,315649,0x82af49447d8a07e3bd95bd0d56f35241523fbab1,0xe80772eaf6e2e18b651f160bc9158b2a5cafca65,WETH,USD+,18,6,0xffffef00a09a36337fdac87ea31fd6337c8bb3360db4cbf9d51a3d5eff173407
arbitrum,uniswap,3,0xc7341e85996eeb05897d3dec79448b6e4ccc09cf,v3,500,USDC-wstETH,286116912.0653934,0.0010723872545031138,0.8928161937354995,478106,0x5979d7b546e38e414f7e9822514be443a4800529,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,wstETH,USDC,18,6,0xffffe65bf6fd76d69e9dc760fc8575c27da27918b4314268edda990c40fa36b3
arbitrum,uniswap,3,0x67ab7dc903a10838a0de8861dfdff3287cf98e5c,v3,100,USD+-USDT,285804939.27483886,0.0010712179575121483,0.8938874116930117,382793,0xe80772eaf6e2e18b651f160bc9158b2a5cafca65,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,USD+,USDT,6,6,0xffffef00a09a36337fdac87ea31fd6337c8bb3360db4cbf9d51a3d5eff173407
base,pancakeswap,3,0xb775272e537cc670c65dc852908ad47015244eaf,v3,500,USDC-WETH,284674415.4704931,0.0009712383088565729,0.6434797912867343,1361906,0x4200000000000000000000000000000000000006,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,WETH,USDC,18,6,0xfffffd181cfcd8ded3e26e319533ab4eb95bf98f8d0792542581ac63eeef854c
arbitrum,uniswap,3,0xa95b0f5a65a769d82ab4f3e82842e45b8bbaf101,v3,3000,CRV-WETH,283103479.5501168,0.0010610926875431947,0.8949485043805548,408782,0x11cdb42b0eb46d95f990bedd4695a6e3fa034978,0x82af49447d8a07e3bd95bd0d56f35241523fbab1,CRV,WETH,18,18,0xffff89696f66e2e456bd001054559ffcde841027b55e13040b339fb7bce5212b
arbitrum,camelot,3,0xac07ed4cbdda2cb17f9aeca2919c825dcb2882b9,v3,,fUSDC-USDC,278242674.4487361,0.0010428740321001603,0.895991378412655,220280,0x4cfa50b7ce747e2d61724fcac57f24b748ff2b2a,0xaf88d065e77c8cc2239327c5edb3a432268e5831,fUSDC,USDC,6,6,0xffffdab330b56e2973a76b068d9ba14d6253ede28e675f1169557839b5ef64ce
arbitrum,swaap,2,0xd315a9c38ec871068fec378e4ce78af528c76293,,,USDC-WETH,277931385.23603207,0.0010417072972093134,0.8970330857098643,129436,,,USDC,WETH,6,18,0xffff3a39ab7fbc0fde6b25a4262a747e3d834f9cfe1e019c43cd956bc799aadc
arbitrum,uniswap,3,0x50e7b9293aef80c304234e86c84a01be8401c530,v3,3000,PENDLE-USDT,277703422.0625433,0.001040852874449118,0.8980739385843134,424721,0x0c880f6761f1af8d9aa9c466984b80dab9a8c9e8,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,PENDLE,USDT,18,6,0xffff8174d61381cb9a290128d6618fdd8c595fcabb5ae404e9351293e8aa8375
arbitrum,uniswap,3,0xaeeceec4b31d3c1057210115bf176ebb05b9805d,v3,100,axlUSDC-USDC,274279660.54128647,0.0010280203641604049,0.8991019589484738,221262,0xeb466342c4d449bc9f53a865d5cb90586f405215,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,axlUSDC,USDC,6,6,0xffffedef3a843aaa18f44bda2a1ef6d6bd0fc13c5a60184a1f822daaeb291d92
base,openocean,2,0x6352a56caadc4f1e25cd6c75970fa768a3304e64,,,USDC-WETH,270785264.9525749,0.0009238519814334279,0.6444036432681677,281963,,,USDC,WETH,6,18,0xffffc0b3c0c610377c5c385b28f282a9396773b1bf139f86be4dc95814dce657
